image_id,candidate_id,label,score,threshold,region_x_min,region_y_min,region_x_max,region_y_max,x_min,y_min,x_max,y_max
vid_res_027_package_on_table_frame_01,4,desk,0.02211688831448555,0.02,524.25,247.5,1644.75,526.5,687.25,247.5,1467.25,524.5
vid_res_027_package_on_table_frame_02,1,desk,0.13317379355430603,0.05,425.75,182.75,1609.25,1036.25,632.75,342.75,1379.75,878.75
vid_res_027_package_on_table_frame_02,2,table,0.09318078309297562,0.05,425.75,182.75,1609.25,1036.25,1253.75,323.75,1539.75,548.75
vid_res_027_package_on_table_frame_02,3,table packages on,0.05319376289844513,0.05,425.75,182.75,1609.25,1036.25,644.75,329.75,1393.75,491.75
vid_res_027_package_on_table_frame_03,1,desk,0.12380209565162659,0.05,445.0,209.5,1579.0,962.5,637.0,349.5,1378.0,846.5
vid_res_027_package_on_table_frame_03,2,desk,0.0733761191368103,0.05,445.0,209.5,1579.0,962.5,649.0,357.5,1355.0,776.5
vid_res_027_package_on_table_frame_03,3,table,0.07286053150892258,0.05,445.0,209.5,1579.0,962.5,1180.0,326.5,1492.0,544.5
vid_res_027_package_on_table_frame_03,4,table packages on,0.05462593585252762,0.05,445.0,209.5,1579.0,962.5,650.0,337.5,1371.0,483.5
vid_res_028_package_by_door_right_frame_01,1,box,0.20277917385101318,0.05,585.0,745.75,837.0,909.25,630.0,770.75,793.0,880.75
vid_res_028_package_by_door_right_frame_02,1,box,0.138029083609581,0.05,599.75,769.25,847.25,929.75,643.75,795.25,803.75,903.25
vid_res_028_package_by_door_right_frame_03,1,box,0.057492464780807495,0.05,925.75,645.0,1131.25,867.0,983.75,687.0,1087.75,767.0
vid_res_029_package_by_door_left_frame_01,1,box,0.15789765119552612,0.05,760.5,608.25,973.5,768.75,808.5,636.25,938.5,740.25
vid_res_029_package_by_door_left_frame_02,1,box,0.13233670592308044,0.05,748.5,625.75,943.5,771.25,787.5,651.75,906.5,744.75
vid_res_029_package_by_door_left_frame_03,1,box,0.1594843566417694,0.05,760.0,587.25,988.0,741.75,818.0,610.25,946.0,712.25
vid_res_030_second_closest_package_frame_01,1,box,0.014923184178769588,0.01,692.5,731.25,917.5,843.75,729.5,770.25,861.5,843.25
vid_res_030_second_closest_package_frame_02,1,box,0.13233670592308044,0.05,748.5,625.75,943.5,771.25,787.5,651.75,906.5,744.75
vid_res_030_second_closest_package_frame_03,1,box,0.1594843566417694,0.05,760.0,587.25,988.0,741.75,818.0,610.25,946.0,712.25
vid_res_031_package_in_front_frame_01,1,box,0.16658595204353333,0.05,650.25,797.5,900.75,962.5,728.25,797.5,861.25,868.5
vid_res_031_package_in_front_frame_01,2,box,0.12851367890834808,0.05,650.25,797.5,900.75,962.5,695.25,830.5,850.25,933.5
vid_res_031_package_in_front_frame_02,1,box,0.13233670592308044,0.05,748.5,625.75,943.5,771.25,787.5,651.75,906.5,744.75
vid_res_031_package_in_front_frame_03,1,box,0.13169798254966736,0.05,676.75,765.25,912.25,913.75,712.75,791.25,861.75,890.25
vid_res_031_package_in_front_frame_03,2,box,0.11646969616413116,0.05,676.75,765.25,912.25,913.75,742.75,765.25,871.75,831.25
vid_res_032_packages_by_chair_frame_01,1,chair,0.17954573035240173,0.05,1032.5,201.75,1395.5,827.25,1081.5,287.75,1305.5,719.75
vid_res_032_packages_by_chair_frame_02,1,chair,0.1726786196231842,0.05,1015.5,251.25,1360.5,843.75,1071.5,333.25,1287.5,746.25
vid_res_032_packages_by_chair_frame_03,1,chair,0.13896444439888,0.05,1014.5,206.75,1371.5,832.25,1068.5,296.75,1293.5,725.75
vid_res_033_man_in_blue_frame_01,1,person,0.042804375290870667,0.02,816.0,40.5,1242.0,1079.0,1126.0,267.5,1241.0,958.5
vid_res_033_man_in_blue_frame_01,2,person,0.03979276493191719,0.02,816.0,40.5,1242.0,1079.0,849.0,339.5,911.0,581.5
vid_res_033_man_in_blue_frame_01,3,person,0.03801766037940979,0.02,816.0,40.5,1242.0,1079.0,837.0,340.5,876.0,421.5
vid_res_033_man_in_blue_frame_01,4,person,0.028299110010266304,0.02,816.0,40.5,1242.0,1079.0,948.0,288.5,981.0,355.5
vid_res_033_man_in_blue_frame_01,5,human,0.02515293098986149,0.02,816.0,40.5,1242.0,1079.0,894.0,227.5,1158.0,1030.5
vid_res_033_man_in_blue_frame_02,1,person,0.042791470885276794,0.02,915.0,77.5,1305.0,1079.0,1177.0,270.5,1304.0,964.5
vid_res_033_man_in_blue_frame_02,2,person,0.035417407751083374,0.02,915.0,77.5,1305.0,1079.0,915.0,362.5,955.0,587.5
vid_res_033_man_in_blue_frame_02,3,human,0.02544558234512806,0.02,915.0,77.5,1305.0,1079.0,949.0,235.5,1208.0,1041.5
vid_res_033_man_in_blue_frame_02,4,human,0.020780185237526894,0.02,915.0,77.5,1305.0,1079.0,1033.0,237.5,1112.0,350.5
vid_res_033_man_in_blue_frame_03,1,person,0.06495831906795502,0.05,1483.75,278.5,1701.25,755.5,1534.75,366.5,1629.75,670.5
vid_res_033_man_in_blue_frame_03,2,person,0.05037182196974754,0.05,1483.75,278.5,1701.25,755.5,1598.75,365.5,1657.75,660.5
vid_res_034_man_in_grey_frame_01,1,person man in grey,0.0767051950097084,0.05,821.5,38.25,1244.5,1079.0,898.5,227.25,1161.5,1033.25
vid_res_034_man_in_grey_frame_01,2,person man in grey,0.058658260852098465,0.05,821.5,38.25,1244.5,1079.0,1125.5,267.25,1242.5,962.25
vid_res_034_man_in_grey_frame_02,1,person man in grey,0.07934211194515228,0.05,917.75,53.5,1351.25,1079.0,996.75,240.5,1261.75,1050.5
vid_res_034_man_in_grey_frame_02,2,person man in grey,0.05806766450405121,0.05,917.75,53.5,1351.25,1079.0,1234.75,279.5,1349.75,976.5
vid_res_034_man_in_grey_frame_03,1,person man in grey,0.07587404549121857,0.05,1028.75,56.0,1492.25,1079.0,1120.75,248.0,1395.75,1068.0
vid_res_034_man_in_grey_frame_03,2,person man in grey,0.050369493663311005,0.05,1028.75,56.0,1492.25,1079.0,1357.75,284.0,1490.75,996.0
vid_res_035_woman_white_top_frame_01,1,person,0.06420067697763443,0.05,0.0,141.5,270.75,1002.5,58.0,282.5,201.0,858.5
vid_res_035_woman_white_top_frame_02,1,person,0.1261025071144104,0.05,900.25,322.25,1030.75,650.75,937.25,364.25,1016.25,597.25
vid_res_035_woman_white_top_frame_03,1,person,0.08154331892728806,0.05,146.0,132.75,470.0,1079.0,330.0,319.75,465.0,867.75
vid_res_035_woman_white_top_frame_03,2,person,0.06381227821111679,0.05,146.0,132.75,470.0,1079.0,146.0,248.75,367.0,1074.75
vid_res_036_elevator_button_panel_frame_01,1,elevator button,0.01329500786960125,0.01,779.75,0.0,1291.25,1079.0,1116.75,870.0,1167.75,922.0
vid_res_036_elevator_button_panel_frame_01,2,button,0.012663566507399082,0.01,779.75,0.0,1291.25,1079.0,897.75,230.0,1027.75,304.0
vid_res_036_elevator_button_panel_frame_02,1,button panel,0.01138535887002945,0.01,851.0,154.75,1085.0,1002.25,851.0,154.75,1083.0,996.75
vid_res_036_elevator_button_panel_frame_02,2,button panel,0.010524829849600792,0.01,851.0,154.75,1085.0,1002.25,894.0,311.75,1040.0,867.75
vid_res_036_elevator_button_panel_frame_03,1,button,0.008278215304017067,0.005,988.25,97.25,1304.75,1043.75,1120.25,339.25,1153.25,384.25
vid_res_036_elevator_button_panel_frame_03,2,button panel,0.007971039041876793,0.005,988.25,97.25,1304.75,1043.75,989.25,101.25,1304.25,1043.25
vid_res_036_elevator_button_panel_frame_03,3,elevator button,0.00775850610807538,0.005,988.25,97.25,1304.75,1043.75,1197.25,742.25,1234.25,788.25
vid_res_036_elevator_button_panel_frame_03,4,button,0.0068571013398468494,0.005,988.25,97.25,1304.75,1043.75,1215.25,270.25,1246.25,310.25
vid_res_036_elevator_button_panel_frame_03,5,button panel,0.0066282968036830425,0.005,988.25,97.25,1304.75,1043.75,1073.25,265.25,1249.25,347.25
