image_id,grounding_dino_iou,grounding_dino_status,owlvit_iou,owlvit_status,gpt_vision_iou,gpt_vision_status,gpt_guided_owlvit_iou,gpt_guided_owlvit_status
vid_res_016_packages_on_floor_frame_03,0.0,success,0.33095053484397746,success,0.3682986264953478,success,0.264084916766884,success
vid_res_017_package_not_red_box_frame_01,0.7476190476190476,success,0.8112442396313364,success,0.17280453257790368,success,0.6572410691244244,success
vid_res_017_package_not_red_box_frame_02,0.6504777070063694,success,0.6737438075017693,success,0.19319198190140474,success,0.5212738853503188,success
vid_res_017_package_not_red_box_frame_03,0.734168629970729,success,0.7285642892839295,success,0.12802559304641759,success,0.6208216427500536,success
vid_res_018_package_hidden_by_chair_frame_01,0.021222388003425748,success,0.022773424832148167,success,0.0,success,0.36979470823413146,success
vid_res_018_package_hidden_by_chair_frame_02,0.022152235763080622,success,0.0,success,0.0,success,0.39389999999999925,success
vid_res_018_package_hidden_by_chair_frame_03,0.02295748175122901,success,0.0,success,0.0,success,0.0,success
vid_res_019_package_on_chair_frame_01,0.07441995774338847,success,0.0,success,0.1834836527621195,success,0.6572700722189095,success
vid_res_019_package_on_chair_frame_02,0.07697238395384862,success,0.0,success,0.22884615384615384,success,0.6098975711311588,success
vid_res_019_package_on_chair_frame_03,0.07855117441140883,success,0.0,success,0.004373671728216343,success,0.6350712857898757,success
vid_res_020_package_on_table_frame_01,0.04601663648600231,success,0.8109363233202243,success,0.10415784912429207,success,0.6966266835016834,success
vid_res_020_package_on_table_frame_02,0.04848187636867871,success,0.7113253546099291,success,0.03858312042610315,success,0.6008591489361702,success
vid_res_020_package_on_table_frame_03,0.04698590352057803,success,0.7620983005598391,success,0.0,success,0.5920398780706472,success
vid_res_021_package_on_chair_frame_01,0.10326460050610077,success,0.0,success,0.19680501174628034,success,0.0,failed
vid_res_021_package_on_chair_frame_02,0.10816181450777781,success,0.10361830198544099,success,0.270702413267393,success,0.5979505822077316,success
vid_res_021_package_on_chair_frame_03,0.09661015554501096,success,0.0,success,0.1550035178871029,success,0.5770419896090622,success
vid_res_022_package_on_floor_frame_01,0.0,success,0.0,success,0.07155858930602958,success,0.6899529118178811,success
vid_res_022_package_on_floor_frame_02,0.0,success,0.0,success,0.5451239093846124,success,0.49412880422814387,success
vid_res_022_package_on_floor_frame_03,0.8579463612044722,success,0.0,success,0.20896372986688738,success,0.7425026407846903,success
vid_res_023_package_infront_of_the_books_frame_01,0.06956552649586321,success,0.05674055485849714,success,0.07783132530120482,success,0.30788730356133415,success
vid_res_023_package_infront_of_the_books_frame_02,0.4898964885344956,success,0.06782691773880149,success,0.04884699025267968,success,0.2800455648556287,success
vid_res_023_package_infront_of_the_books_frame_03,0.4934669319965686,success,0.08185467774994777,success,0.37821806759426174,success,0.28219511084915294,success
vid_res_024_package_between_books_and_shoes_frame_01,0.0,success,0.0,success,0.13526545035628532,success,0.4136329074309092,success
vid_res_024_package_between_books_and_shoes_frame_02,0.0,success,0.0,success,0.4392343210651365,success,0.6412138995389469,success
vid_res_024_package_between_books_and_shoes_frame_03,0.0,success,0.0,success,0.2287948735616344,success,0.7264664118490208,success
vid_res_025_package_by_elevator_frame_01,0.0,success,0.0,success,0.0,success,0.4785005822227975,success
vid_res_025_package_by_elevator_frame_02,0.0,success,0.5983649201040505,success,0.39407460289130825,success,0.4240717056856189,success
vid_res_025_package_by_elevator_frame_03,0.0,success,0.6027777777777777,success,0.280237080940915,success,0.4538999999999998,success
vid_res_026_package_by_wall_frame_01,0.7966320166320167,success,0.0,success,0.08753796245168416,success,0.6667662702702708,success
vid_res_026_package_by_wall_frame_02,0.2479942873944638,success,0.04021235338630344,success,0.05661024590565612,success,0.5447156718612173,success
vid_res_026_package_by_wall_frame_03,0.7845287920334825,success,0.0,success,0.1561420090380128,success,0.6955725790157318,success
vid_res_027_package_on_table_frame_01,0.16221740456173622,success,0.1369221767115272,success,0.10473528444590595,success,0.3870865713780193,success
vid_res_027_package_on_table_frame_02,0.16460350306703125,success,0.12429250471663522,success,0.12972232977487694,success,0.4304315072160248,success
vid_res_027_package_on_table_frame_03,0.16773257478856837,success,0.13937463840256023,success,0.12522947810123264,success,0.4756708294467638,success
vid_res_028_package_by_door_right_frame_01,0.0,success,0.6443349753694582,success,0.32902371984118906,success,0.5514011259676287,success
vid_res_028_package_by_door_right_frame_02,0.0,success,0.7265432098765432,success,0.06970081254990372,success,0.61504,success
vid_res_028_package_by_door_right_frame_03,0.0,success,0.7274731330945164,success,0.1129807111990923,success,0.0,success
vid_res_029_package_by_door_left_frame_01,0.0,success,0.7689271255060729,success,0.46728871150423384,success,0.5914999999999999,success
vid_res_029_package_by_door_left_frame_02,0.0,success,0.7970922882427307,success,0.5882852292020373,success,0.6115531858407075,success
vid_res_029_package_by_door_left_frame_03,0.7415817456801064,success,0.7953879746498376,success,0.3233408019779031,success,0.6186704474966771,success
vid_res_030_second_closest_package_frame_01,0.2536665570536008,success,0.0,success,0.23905182804339092,success,0.45754985754985755,success
vid_res_030_second_closest_package_frame_02,0.2466902392895321,success,0.0,success,0.08531398548911684,success,0.0,success
vid_res_030_second_closest_package_frame_03,0.0,success,0.0,success,0.549766081871345,success,0.0,success
vid_res_031_package_in_front_frame_01,0.0,success,0.0,success,0.45450369992344986,success,0.5943660108274084,success
vid_res_031_package_in_front_frame_02,0.0,success,0.0,success,0.2822368421052632,success,0.0,success
vid_res_031_package_in_front_frame_03,0.0,success,0.0,success,0.0,success,0.6828409972299165,success
vid_res_032_packages_by_chair_frame_01,0.0,success,0.0,success,0.3374554102259215,success,0.014127951485266509,success
vid_res_032_packages_by_chair_frame_02,0.0,success,0.0,success,0.49357360540612166,success,0.017029527209525185,success
vid_res_032_packages_by_chair_frame_03,0.020307574411759583,success,0.0,success,0.40684479135394774,success,0.01301959535848376,success
vid_res_033_man_in_blue_frame_01,0.14735985112816935,success,0.0,success,0.738877659189223,success,0.4772574283279734,success
vid_res_033_man_in_blue_frame_02,0.1331412272266549,success,0.0,success,0.7511642317348171,success,0.5727439302696452,success
vid_res_033_man_in_blue_frame_03,0.16466339199522503,success,0.03020531817568277,success,0.6407643517176985,success,0.0007042931316137934,success
vid_res_034_man_in_grey_frame_01,0.8101044279796978,success,0.8587830348287732,success,0.47669197938030045,success,0.7207326200338372,success
vid_res_034_man_in_grey_frame_02,0.8857154645981185,success,0.9372586235352368,success,0.5242006652637295,success,0.7659239148374319,success
vid_res_034_man_in_grey_frame_03,0.0,success,0.9161048803128757,success,0.4429402498557325,success,0.784693431909285,success
vid_res_035_woman_white_top_frame_01,0.0,success,0.912843727912221,success,0.6097856798290952,success,0.5987804241435564,success
vid_res_035_woman_white_top_frame_02,0.0,success,0.0,success,0.3036952586916151,success,0.0,success
vid_res_035_woman_white_top_frame_03,0.0,success,0.0,success,0.0,success,0.708222513579322,success
vid_res_036_elevator_button_panel_frame_01,0.7775491237387148,success,0.022492490860970327,success,0.6151375619391549,success,0.7437035772218902,success
vid_res_036_elevator_button_panel_frame_02,0.14687320711417096,success,0.5589234983766234,success,0.591710005433517,success,0.4743537185470777,success
vid_res_036_elevator_button_panel_frame_03,0.13922062960081394,success,0.13843685281725346,success,0.6399275999108115,success,0.7101065563922111,success
