image_id,frame_key,annotation_id,image_path,annotated_image_path,raw_filename,annotated_filename,raw_match_method,gt_x_min,gt_y_min,gt_x_max,gt_y_max,raw_width,raw_height,annotated_width,annotated_height,source_x_min,source_y_min,source_x_max,source_y_max,scale_x_to_raw,scale_y_to_raw,green_pixel_count,box_area_ratio,selected_tolerance,coordinate_source,aspect_ratio_relative_difference,warning
vid_res_005_under_the_painting_frame_02,vid_res_005_frame_02,vid_res_005_white_wall_under_painting_frame_02,examples/residence_images/vid_res_005_under_the_painting_frame_02.jpg,examples/ground_truth_annotated/vid_res_005_white_wall_under_painting_frame_02.jpg,vid_res_005_under_the_painting_frame_02.jpg,vid_res_005_white_wall_under_painting_frame_02.jpg,frame_key_match,1072,483,1280,713,1920,1080,1920,1080,1072,483,1280,713,1.0,1.0,4304,0.023071,35,annotation_auto_extract,0.0,
vid_res_005_under_the_painting_frame_03,vid_res_005_frame_03,vid_res_005_wall_under_painting_frame_03,examples/residence_images/vid_res_005_under_the_painting_frame_03.jpg,examples/ground_truth_annotated/vid_res_005_wall_under_painting_frame_03.jpg,vid_res_005_under_the_painting_frame_03.jpg,vid_res_005_wall_under_painting_frame_03.jpg,frame_key_match,1005,544,1251,826,1920,1080,1920,1080,1005,544,1251,826,1.0,1.0,5198,0.033455,35,annotation_auto_extract,0.0,
vid_res_006_man_by_the_elevator_green_shirt_frame_01,vid_res_006_frame_01,vid_res_006_man_by_the_elevator_green_shirt_frame_01,examples/residence_images/vid_res_006_man_by_the_elevator_green_shirt_frame_01.jpg,examples/ground_truth_annotated/vid_res_006_man_by_the_elevator_green_shirt_frame_01.jpg,vid_res_006_man_by_the_elevator_green_shirt_frame_01.jpg,vid_res_006_man_by_the_elevator_green_shirt_frame_01.jpg,exact_image_id,806,138,1123,1073,1920,1080,1920,1080,806,138,1123,1073,1.0,1.0,12455,0.142937,35,annotation_auto_extract,0.0,
vid_res_006_man_by_the_elevator_green_shirt_frame_02,vid_res_006_frame_02,vid_res_006_man_by_the_elevator_green_shirt_frame_02,examples/residence_images/vid_res_006_man_by_the_elevator_green_shirt_frame_02.jpg,examples/ground_truth_annotated/vid_res_006_man_by_the_elevator_green_shirt_frame_02.jpg,vid_res_006_man_by_the_elevator_green_shirt_frame_02.jpg,vid_res_006_man_by_the_elevator_green_shirt_frame_02.jpg,exact_image_id,812,130,1137,1077,1920,1080,1920,1080,812,130,1137,1077,1.0,1.0,12646,0.148425,35,annotation_auto_extract,0.0,box touches right or bottom edge
vid_res_006_man_by_the_elevator_green_shirt_frame_03,vid_res_006_frame_03,vid_res_006_man_by_the_elevator_green_shirt_frame_03,examples/residence_images/vid_res_006_man_by_the_elevator_green_shirt_frame_03.jpg,examples/ground_truth_annotated/vid_res_006_man_by_the_elevator_green_shirt_frame_03.jpg,vid_res_006_man_by_the_elevator_green_shirt_frame_03.jpg,vid_res_006_man_by_the_elevator_green_shirt_frame_03.jpg,exact_image_id,798,132,1139,1073,1920,1080,1920,1080,798,132,1139,1073,1.0,1.0,12822,0.154746,35,annotation_auto_extract,0.0,
vid_res_007_man_standing_by_table_frame_01,vid_res_007_frame_01,vid_res_007_man_standing_by_table_frame_01,examples/residence_images/vid_res_007_man_standing_by_table_frame_01.jpg,examples/ground_truth_annotated/vid_res_007_man_standing_by_table_frame_01.jpg,vid_res_007_man_standing_by_table_frame_01.jpg,vid_res_007_man_standing_by_table_frame_01.jpg,exact_image_id,686,186,963,920,1920,1080,1920,1080,686,186,963,920,1.0,1.0,10048,0.098051,35,annotation_auto_extract,0.0,
vid_res_007_man_standing_by_table_frame_02,vid_res_007_frame_02,vid_res_007_man_standing_by_table_frame_02,examples/residence_images/vid_res_007_man_standing_by_table_frame_02.jpg,examples/ground_truth_annotated/vid_res_007_man_standing_by_table_frame_02.jpg,vid_res_007_man_standing_by_table_frame_02.jpg,vid_res_007_man_standing_by_table_frame_02.jpg,exact_image_id,672,179,971,999,1920,1080,1920,1080,672,179,971,999,1.0,1.0,11108,0.118239,35,annotation_auto_extract,0.0,
vid_res_007_man_standing_by_table_frame_03,vid_res_007_frame_03,vid_res_007_man_standing_by_table_frame_03,examples/residence_images/vid_res_007_man_standing_by_table_frame_03.jpg,examples/ground_truth_annotated/vid_res_007_man_standing_by_table_frame_03.jpg,vid_res_007_man_standing_by_table_frame_03.jpg,vid_res_007_man_standing_by_table_frame_03.jpg,exact_image_id,670,181,963,993,1920,1080,1920,1080,670,181,963,993,1.0,1.0,10996,0.114736,35,annotation_auto_extract,0.0,
vid_res_008_man_standing_by_water_dispenser_frame_01,vid_res_008_frame_01,vid_res_008_man_standing_by_water_dispenser_frame_01,examples/residence_images/vid_res_008_man_standing_by_water_dispenser_frame_01.jpg,examples/ground_truth_annotated/vid_res_008_man_standing_by_water_dispenser_frame_01.jpg,vid_res_008_man_standing_by_water_dispenser_frame_01.jpg,vid_res_008_man_standing_by_water_dispenser_frame_01.jpg,exact_image_id,976,272,1203,693,1920,1080,1920,1080,976,272,1203,693,1.0,1.0,6418,0.046087,35,annotation_auto_extract,0.0,
vid_res_008_man_standing_by_water_dispenser_frame_02,vid_res_008_frame_02,vid_res_008_man_standing_by_water_dispenser_frame_02,examples/residence_images/vid_res_008_man_standing_by_water_dispenser_frame_02.jpg,examples/ground_truth_annotated/vid_res_008_man_standing_by_water_dispenser_frame_02.jpg,vid_res_008_man_standing_by_water_dispenser_frame_02.jpg,vid_res_008_man_standing_by_water_dispenser_frame_02.jpg,exact_image_id,1074,238,1283,665,1920,1080,1920,1080,1074,238,1283,665,1.0,1.0,6366,0.043038,35,annotation_auto_extract,0.0,
vid_res_008_man_standing_by_water_dispenser_frame_03,vid_res_008_frame_03,vid_res_008_man_standing_by_water_dispenser_frame_03,examples/residence_images/vid_res_008_man_standing_by_water_dispenser_frame_03.jpg,examples/ground_truth_annotated/vid_res_008_man_standing_by_water_dispenser_frame_03.jpg,vid_res_008_man_standing_by_water_dispenser_frame_03.jpg,vid_res_008_man_standing_by_water_dispenser_frame_03.jpg,exact_image_id,1074,222,1305,671,1920,1080,1920,1080,1074,222,1305,671,1.0,1.0,6730,0.050019,35,annotation_auto_extract,0.0,
vid_res_009_door_on_the_right_frame_01,vid_res_009_frame_01,vid_res_009_door_on_the_right_frame_01,examples/residence_images/vid_res_009_door_on_the_right_frame_01.jpg,examples/ground_truth_annotated/vid_res_009_door_on_the_right_frame_01.jpg,vid_res_009_door_on_the_right_frame_01.jpg,vid_res_009_door_on_the_right_frame_01.jpg,exact_image_id,1214,5,1459,1072,1920,1080,1920,1080,1214,5,1459,1072,1.0,1.0,13056,0.126068,35,annotation_auto_extract,0.0,
vid_res_009_door_on_the_right_frame_02,vid_res_009_frame_02,vid_res_009_door_on_the_right_frame_02,examples/residence_images/vid_res_009_door_on_the_right_frame_02.jpg,examples/ground_truth_annotated/vid_res_009_door_on_the_right_frame_02.jpg,vid_res_009_door_on_the_right_frame_02.jpg,vid_res_009_door_on_the_right_frame_02.jpg,exact_image_id,1214,6,1472,1025,1920,1080,1920,1080,1214,6,1472,1025,1.0,1.0,12695,0.126785,35,annotation_auto_extract,0.0,
vid_res_009_door_on_the_right_frame_03,vid_res_009_frame_03,vid_res_009_door_on_the_right_frame_03,examples/residence_images/vid_res_009_door_on_the_right_frame_03.jpg,examples/ground_truth_annotated/vid_res_009_door_on_the_right_frame_03.jpg,vid_res_009_door_on_the_right_frame_03.jpg,vid_res_009_door_on_the_right_frame_03.jpg,exact_image_id,1174,3,1463,1076,1920,1080,1920,1080,1174,3,1463,1076,1.0,1.0,13547,0.149545,35,annotation_auto_extract,0.0,
vid_res_010_door_at_end_of_hallway_frame_01,vid_res_010_frame_01,vid_res_010_door_at_end_of_hallway_frame_01,examples/residence_images/vid_res_010_door_at_end_of_hallway_frame_01.jpg,examples/ground_truth_annotated/vid_res_010_door_at_end_of_hallway_frame_01.jpg,vid_res_010_door_at_end_of_hallway_frame_01.jpg,vid_res_010_door_at_end_of_hallway_frame_01.jpg,exact_image_id,680,17,1083,801,1920,1080,1920,1080,680,17,1083,801,1.0,1.0,11809,0.152369,35,annotation_auto_extract,0.0,
vid_res_010_door_at_end_of_hallway_frame_02,vid_res_010_frame_02,vid_res_010_door_at_end_of_hallway_frame_02,examples/residence_images/vid_res_010_door_at_end_of_hallway_frame_02.jpg,examples/ground_truth_annotated/vid_res_010_door_at_end_of_hallway_frame_02.jpg,vid_res_010_door_at_end_of_hallway_frame_02.jpg,vid_res_010_door_at_end_of_hallway_frame_02.jpg,exact_image_id,636,6,1069,799,1920,1080,1920,1080,636,6,1069,799,1.0,1.0,12191,0.165591,35,annotation_auto_extract,0.0,
vid_res_010_door_at_end_of_hallway_frame_03,vid_res_010_frame_03,vid_res_010_door_at_end_of_hallway_frame_03,examples/residence_images/vid_res_010_door_at_end_of_hallway_frame_03.jpg,examples/ground_truth_annotated/vid_res_010_door_at_end_of_hallway_frame_03.jpg,vid_res_010_door_at_end_of_hallway_frame_03.jpg,vid_res_010_door_at_end_of_hallway_frame_03.jpg,exact_image_id,586,2,1025,802,1920,1080,1920,1080,586,2,1025,802,1.0,1.0,12294,0.169367,35,annotation_auto_extract,0.0,box touches top or left edge
vid_res_011_door_with_sign_frame_01,vid_res_011_frame_01,vid_res_011_door_with_sign_frame_01,examples/residence_images/vid_res_011_door_with_sign_frame_01.jpg,examples/ground_truth_annotated/vid_res_011_door_with_sign_frame_01.jpg,vid_res_011_door_with_sign_frame_01.jpg,vid_res_011_door_with_sign_frame_01.jpg,exact_image_id,239,9,693,1073,1920,1080,1920,1080,239,9,693,1073,1.0,1.0,15082,0.232955,35,annotation_auto_extract,0.0,
vid_res_011_door_with_sign_frame_02,vid_res_011_frame_02,vid_res_011_door_with_sign_frame_02,examples/residence_images/vid_res_011_door_with_sign_frame_02.jpg,examples/ground_truth_annotated/vid_res_011_door_with_sign_frame_02.jpg,vid_res_011_door_with_sign_frame_02.jpg,vid_res_011_door_with_sign_frame_02.jpg,exact_image_id,234,2,699,1069,1920,1080,1920,1080,234,2,699,1069,1.0,1.0,15238,0.239272,35,annotation_auto_extract,0.0,box touches top or left edge
vid_res_011_door_with_sign_frame_03,vid_res_011_frame_03,vid_res_011_door_with_sign_frame_03,examples/residence_images/vid_res_011_door_with_sign_frame_03.jpg,examples/ground_truth_annotated/vid_res_011_door_with_sign_frame_03.jpg,vid_res_011_door_with_sign_frame_03.jpg,vid_res_011_door_with_sign_frame_03.jpg,exact_image_id,202,2,691,1079,1920,1080,1920,1080,202,2,691,1079,1.0,1.0,16027,0.25398,35,annotation_auto_extract,0.0,box touches top or left edge; box touches right or bottom edge
vid_res_012_elevator_call_button_frame_01,vid_res_012_frame_01,vid_res_012_elevator_call_button_frame_01,examples/residence_images/vid_res_012_elevator_call_button_frame_01.jpg,examples/ground_truth_annotated/vid_res_012_elevator_call_button_frame_01.jpg,vid_res_012_elevator_call_button_frame_01.jpg,vid_res_012_elevator_call_button_frame_01.jpg,exact_image_id,1018,288,1129,543,1920,1080,1920,1080,1018,288,1129,543,1.0,1.0,3579,0.01365,35,annotation_auto_extract,0.0,
vid_res_012_elevator_call_button_frame_02,vid_res_012_frame_02,vid_res_012_elevator_call_button_frame_02,examples/residence_images/vid_res_012_elevator_call_button_frame_02.jpg,examples/ground_truth_annotated/vid_res_012_elevator_call_button_frame_02.jpg,vid_res_012_elevator_call_button_frame_02.jpg,vid_res_012_elevator_call_button_frame_02.jpg,exact_image_id,1020,328,1117,528,1920,1080,1920,1080,1020,328,1117,528,1.0,1.0,2908,0.009356,35,annotation_auto_extract,0.0,
vid_res_012_elevator_call_button_frame_03,vid_res_012_frame_03,vid_res_012_elevator_call_button_frame_03,examples/residence_images/vid_res_012_elevator_call_button_frame_03.jpg,examples/ground_truth_annotated/vid_res_012_elevator_call_button_frame_03.jpg,vid_res_012_elevator_call_button_frame_03.jpg,vid_res_012_elevator_call_button_frame_03.jpg,exact_image_id,1016,320,1125,526,1920,1080,1920,1080,1016,320,1125,526,1.0,1.0,3060,0.010829,35,annotation_auto_extract,0.0,
vid_res_013_plant_on_table_frame_01,vid_res_013_frame_01,vid_res_013_plant_on_table_frame_01,examples/residence_images/vid_res_013_plant_on_table_frame_01.jpg,examples/ground_truth_annotated/vid_res_013_plant_on_table_frame_01.jpg,vid_res_013_plant_on_table_frame_01.jpg,vid_res_013_plant_on_table_frame_01.jpg,exact_image_id,712,378,1230,837,1920,1080,1920,1080,712,378,1230,837,1.0,1.0,9724,0.114661,35,annotation_auto_extract,0.0,
vid_res_013_plant_on_table_frame_02,vid_res_013_frame_02,vid_res_013_plant_on_table_frame_02,examples/residence_images/vid_res_013_plant_on_table_frame_02.jpg,examples/ground_truth_annotated/vid_res_013_plant_on_table_frame_02.jpg,vid_res_013_plant_on_table_frame_02.jpg,vid_res_013_plant_on_table_frame_02.jpg,exact_image_id,720,378,1173,839,1920,1080,1920,1080,720,378,1173,839,1.0,1.0,9101,0.10071,35,annotation_auto_extract,0.0,
vid_res_013_plant_on_table_frame_03,vid_res_013_frame_03,vid_res_013_plant_on_table_frame_03,examples/residence_images/vid_res_013_plant_on_table_frame_03.jpg,examples/ground_truth_annotated/vid_res_013_plant_on_table_frame_03.jpg,vid_res_013_plant_on_table_frame_03.jpg,vid_res_013_plant_on_table_frame_03.jpg,exact_image_id,700,364,1211,823,1920,1080,1920,1080,700,364,1211,823,1.0,1.0,9599,0.113112,35,annotation_auto_extract,0.0,
vid_res_014_package_by_the_chair_frame_01,vid_res_014_frame_01,vid_res_014_package_beside_the_chair_frame_01,examples/residence_images/vid_res_014_package_by_the_chair_frame_01.jpg,examples/ground_truth_annotated/vid_res_014_package_beside_the_chair_frame_01.jpg,vid_res_014_package_by_the_chair_frame_01.jpg,vid_res_014_package_beside_the_chair_frame_01.jpg,frame_key_match,1243,460,1361,570,1920,1080,1920,1080,1243,460,1361,570,1.0,1.0,2188,0.00626,35,annotation_auto_extract,0.0,
vid_res_014_package_by_the_chair_frame_02,vid_res_014_frame_02,vid_res_014_package_beside_the_chair_frame_02,examples/residence_images/vid_res_014_package_by_the_chair_frame_02.jpg,examples/ground_truth_annotated/vid_res_014_package_beside_the_chair_frame_02.jpg,vid_res_014_package_by_the_chair_frame_02.jpg,vid_res_014_package_beside_the_chair_frame_02.jpg,frame_key_match,1285,443,1403,551,1920,1080,1920,1080,1285,443,1403,551,1.0,1.0,2171,0.006146,35,annotation_auto_extract,0.0,
vid_res_014_package_by_the_chair_frame_03,vid_res_014_frame_03,vid_res_014_package_beside_the_chair_frame_03,examples/residence_images/vid_res_014_package_by_the_chair_frame_03.jpg,examples/ground_truth_annotated/vid_res_014_package_beside_the_chair_frame_03.jpg,vid_res_014_package_by_the_chair_frame_03.jpg,vid_res_014_package_beside_the_chair_frame_03.jpg,frame_key_match,1179,485,1303,606,1920,1080,1920,1080,1179,485,1303,606,1.0,1.0,2369,0.007236,35,annotation_auto_extract,0.0,
vid_res_015_package_on_the_chair_frame_01,vid_res_015_frame_01,vid_res_015_package_on_the_chair_frame_01,examples/residence_images/vid_res_015_package_on_the_chair_frame_01.jpg,examples/ground_truth_annotated/vid_res_015_package_on_the_chair_frame_01.jpg,vid_res_015_package_on_the_chair_frame_01.jpg,vid_res_015_package_on_the_chair_frame_01.jpg,exact_image_id,944,340,1181,486,1920,1080,1920,1080,944,340,1181,486,1.0,1.0,3753,0.016687,35,annotation_auto_extract,0.0,
vid_res_015_package_on_the_chair_frame_02,vid_res_015_frame_02,vid_res_015_package_on_the_chair_frame_02,examples/residence_images/vid_res_015_package_on_the_chair_frame_02.jpg,examples/ground_truth_annotated/vid_res_015_package_on_the_chair_frame_02.jpg,vid_res_015_package_on_the_chair_frame_02.jpg,vid_res_015_package_on_the_chair_frame_02.jpg,exact_image_id,961,329,1195,462,1920,1080,1920,1080,961,329,1195,462,1.0,1.0,3588,0.015009,35,annotation_auto_extract,0.0,
vid_res_015_package_on_the_chair_frame_03,vid_res_015_frame_03,vid_res_015_package_on_the_chair_frame_03,examples/residence_images/vid_res_015_package_on_the_chair_frame_03.jpg,examples/ground_truth_annotated/vid_res_015_package_on_the_chair_frame_03.jpg,vid_res_015_package_on_the_chair_frame_03.jpg,vid_res_015_package_on_the_chair_frame_03.jpg,exact_image_id,992,336,1247,483,1920,1080,1920,1080,992,336,1247,483,1.0,1.0,3940,0.018077,35,annotation_auto_extract,0.0,
vid_res_016_packages_on_floor_frame_01,vid_res_016_frame_01,vid_res_016_packages_on_floor_frame_01,examples/residence_images/vid_res_016_packages_on_floor_frame_01.jpg,examples/ground_truth_annotated/vid_res_016_packages_on_floor_frame_01.jpg,vid_res_016_packages_on_floor_frame_01.jpg,vid_res_016_packages_on_floor_frame_01.jpg,exact_image_id,616,562,1180,1025,1920,1080,1920,1080,616,562,1180,1025,1.0,1.0,10190,0.125932,35,annotation_auto_extract,0.0,
vid_res_016_packages_on_floor_frame_02,vid_res_016_frame_02,vid_res_016_packages_on_floor_frame_02,examples/residence_images/vid_res_016_packages_on_floor_frame_02.jpg,examples/ground_truth_annotated/vid_res_016_packages_on_floor_frame_02.jpg,vid_res_016_packages_on_floor_frame_02.jpg,vid_res_016_packages_on_floor_frame_02.jpg,exact_image_id,665,531,1193,992,1920,1080,1920,1080,665,531,1193,992,1.0,1.0,9807,0.117384,35,annotation_auto_extract,0.0,
vid_res_016_packages_on_floor_frame_03,vid_res_016_frame_03,vid_res_016_packages_on_floor_frame_03,examples/residence_images/vid_res_016_packages_on_floor_frame_03.jpg,examples/ground_truth_annotated/vid_res_016_packages_on_floor_frame_03.jpg,vid_res_016_packages_on_floor_frame_03.jpg,vid_res_016_packages_on_floor_frame_03.jpg,exact_image_id,702,548,1220,1036,1920,1080,1920,1080,702,548,1220,1036,1.0,1.0,9979,0.121906,35,annotation_auto_extract,0.0,
vid_res_017_package_not_red_box_frame_01,vid_res_017_frame_01,vid_res_017_package_not_red_box_frame_01,examples/residence_images/vid_res_017_package_not_red_box_frame_01.jpg,examples/ground_truth_annotated/vid_res_017_package_not_red_box_frame_01.jpg,vid_res_017_package_not_red_box_frame_01.jpg,vid_res_017_package_not_red_box_frame_01.jpg,exact_image_id,855,693,1041,868,1920,1080,1920,1080,855,693,1041,868,1.0,1.0,3526,0.015697,35,annotation_auto_extract,0.0,
vid_res_017_package_not_red_box_frame_02,vid_res_017_frame_02,vid_res_017_package_not_red_box_frame_02,examples/residence_images/vid_res_017_package_not_red_box_frame_02.jpg,examples/ground_truth_annotated/vid_res_017_package_not_red_box_frame_02.jpg,vid_res_017_package_not_red_box_frame_02.jpg,vid_res_017_package_not_red_box_frame_02.jpg,exact_image_id,895,563,1052,707,1920,1080,1920,1080,895,563,1052,707,1.0,1.0,2923,0.010903,35,annotation_auto_extract,0.0,
vid_res_017_package_not_red_box_frame_03,vid_res_017_frame_03,vid_res_017_package_not_red_box_frame_03,examples/residence_images/vid_res_017_package_not_red_box_frame_03.jpg,examples/ground_truth_annotated/vid_res_017_package_not_red_box_frame_03.jpg,vid_res_017_package_not_red_box_frame_03.jpg,vid_res_017_package_not_red_box_frame_03.jpg,exact_image_id,972,442,1146,603,1920,1080,1920,1080,972,442,1146,603,1.0,1.0,3267,0.01351,35,annotation_auto_extract,0.0,
vid_res_018_package_hidden_by_chair_frame_01,vid_res_018_frame_01,vid_res_018_package_partially_covered_by chair_frame_01,examples/residence_images/vid_res_018_package_hidden_by_chair_frame_01.jpg,examples/ground_truth_annotated/vid_res_018_package_partially_covered_by chair_frame_01.jpg,vid_res_018_package_hidden_by_chair_frame_01.jpg,vid_res_018_package_partially_covered_by chair_frame_01.jpg,frame_key_match,975,604,1088,801,1920,1080,1920,1080,975,604,1088,801,1.0,1.0,3017,0.010735,35,annotation_auto_extract,0.0,
vid_res_018_package_hidden_by_chair_frame_02,vid_res_018_frame_02,vid_res_018_package_partially_covered_by chair_frame_02,examples/residence_images/vid_res_018_package_hidden_by_chair_frame_02.jpg,examples/ground_truth_annotated/vid_res_018_package_partially_covered_by chair_frame_02.jpg,vid_res_018_package_hidden_by_chair_frame_02.jpg,vid_res_018_package_partially_covered_by chair_frame_02.jpg,frame_key_match,917,566,1045,762,1920,1080,1920,1080,917,566,1045,762,1.0,1.0,3150,0.012099,35,annotation_auto_extract,0.0,
vid_res_018_package_hidden_by_chair_frame_03,vid_res_018_frame_03,vid_res_018_package_partially_covered_by chair_frame_03,examples/residence_images/vid_res_018_package_hidden_by_chair_frame_03.jpg,examples/ground_truth_annotated/vid_res_018_package_partially_covered_by chair_frame_03.jpg,vid_res_018_package_hidden_by_chair_frame_03.jpg,vid_res_018_package_partially_covered_by chair_frame_03.jpg,frame_key_match,891,562,1037,761,1920,1080,1920,1080,891,562,1037,761,1.0,1.0,3361,0.014011,35,annotation_auto_extract,0.0,
vid_res_019_package_on_chair_frame_01,vid_res_019_frame_01,vid_res_019_package_on_chair_frame_01,examples/residence_images/vid_res_019_package_on_chair_frame_01.jpg,examples/ground_truth_annotated/vid_res_019_package_on_chair_frame_01.jpg,vid_res_019_package_on_chair_frame_01.jpg,vid_res_019_package_on_chair_frame_01.jpg,exact_image_id,942,350,1176,479,1920,1080,1920,1080,942,350,1176,479,1.0,1.0,3550,0.014557,35,annotation_auto_extract,0.0,
vid_res_019_package_on_chair_frame_02,vid_res_019_frame_02,vid_res_019_package_on_chair_frame_02,examples/residence_images/vid_res_019_package_on_chair_frame_02.jpg,examples/ground_truth_annotated/vid_res_019_package_on_chair_frame_02.jpg,vid_res_019_package_on_chair_frame_02.jpg,vid_res_019_package_on_chair_frame_02.jpg,exact_image_id,963,330,1194,461,1920,1080,1920,1080,963,330,1194,461,1.0,1.0,3539,0.014593,35,annotation_auto_extract,0.0,
vid_res_019_package_on_chair_frame_03,vid_res_019_frame_03,vid_res_019_package_on_chair_frame_03,examples/residence_images/vid_res_019_package_on_chair_frame_03.jpg,examples/ground_truth_annotated/vid_res_019_package_on_chair_frame_03.jpg,vid_res_019_package_on_chair_frame_03.jpg,vid_res_019_package_on_chair_frame_03.jpg,exact_image_id,999,336,1232,482,1920,1080,1920,1080,999,336,1232,482,1.0,1.0,3709,0.016405,35,annotation_auto_extract,0.0,
